from_stop_id,to_stop_id,transfer_type,min_transfer_time
32502,32120,2,360
46029,32482,2,180
46028,32482,2,180
32482,32143,2,180
32482,32142,2,180
46029,32404,2,180
46028,32404,2,180
32404,32143,2,180
32404,32142,2,180
32299,32169,2,180
32299,32168,2,180
32263,32107,2,180
32263,32106,2,180
32175,32174,2,120
32173,32172,2,120
32171,32170,2,120
32169,32168,2,120
32167,32166,2,120
32165,32164,2,120
32163,32162,2,120
32161,32160,2,120
32159,32158,2,120
32157,30190,2,180
32157,30189,2,180
45270,32156,2,60
32157,32156,2,60
32156,30190,2,180
32156,30189,2,180
32155,32154,2,120
32153,32152,2,120
32151,32150,2,120
39455,32149,2,180
39454,32149,2,180
32149,32148,2,120
39455,32148,2,180
39454,32148,2,180
32147,32146,2,120
39921,32145,2,240
32145,32144,2,120
44018,32131,2,240
44018,32130,2,240
46055,435,2,240
435,42740,2,240
435,30472,2,120
43454,30158,2,180
43454,30157,2,180
46055,434,2,240
434,42740,2,240
434,30472,2,120
46050,43226,2,180
43226,42744,2,180
46050,43225,2,180
43225,42744,2,180
46050,43224,2,180
43224,42744,2,180
43215,32173,2,180
43215,32172,2,180
43214,32173,2,180
43214,32172,2,180
43022,32583,2,180
43022,32582,2,180
43021,32583,2,180
43021,32582,2,180
71,42679,2,60
46526,42540,2,360
42540,41196,2,360
42540,41195,2,360
42540,35669,2,360
42540,35668,2,360
42236,30159,2,180
42235,30159,2,180
42214,30159,2,180
41995,30159,2,180
41994,30159,2,180
41737,32102,2,180
41737,30459,2,180
41736,30209,2,180
41735,30209,2,180
41734,30209,2,180
41197,39998,2,120
41197,36115,2,120
41197,36114,2,120
41196,41195,2,60
41196,39996,2,120
41196,37274,2,120
41196,37216,2,120
41196,37170,2,60
41196,37169,2,120
41196,36434,2,120
41196,36394,2,120
41196,35669,2,60
41196,35668,2,60
41195,39996,2,120
41195,37274,2,120
41195,37216,2,120
41195,37170,2,60
41195,37169,2,120
41195,36434,2,120
41195,36394,2,120
41195,35669,2,60
41195,35668,2,60
40115,30447,2,180
40036,30447,2,180
47298,40016,2,120
47297,40016,2,120
39998,35676,2,120
39996,36394,2,180
39976,30447,2,180
46526,39938,2,360
41196,39938,2,360
41195,39938,2,360
39938,35669,2,360
39938,35668,2,360
46526,39937,2,360
41196,39937,2,360
41195,39937,2,360
39937,35669,2,360
39937,35668,2,360
39936,10796,2,60
39474,30206,2,120
39474,30205,2,180
43917,39434,2,180
39942,39434,2,180
39941,39434,2,180
39920,39434,2,180
39919,39434,2,180
43917,39413,2,180
