from_stop_id,to_stop_id,transfer_type,min_transfer_time
39942,39413,2,180
39941,39413,2,180
39920,39413,2,180
39919,39413,2,180
39411,39410,2,60
39409,39408,2,60
39409,1162,2,180
39409,1161,2,180
39408,1162,2,180
39408,1161,2,180
39975,39407,2,180
39974,39407,2,180
39407,39406,2,60
39975,39406,2,180
39974,39406,2,180
39405,39404,2,60
39950,39403,2,180
39949,39403,2,180
39403,39402,2,60
39950,39402,2,180
39949,39402,2,180
39401,39400,2,60
39399,39398,2,60
39917,39395,2,180
39534,39395,2,180
39395,39394,2,60
39917,39394,2,180
39534,39394,2,180
39914,39393,2,180
39393,39392,2,60
39914,39392,2,180
40222,39391,2,180
40179,39391,2,180
40135,39391,2,180
39391,39390,2,60
40222,39390,2,180
40179,39390,2,180
40135,39390,2,180
40115,39389,2,180
40036,39389,2,180
39389,39388,2,60
39389,37301,2,180
39389,37295,2,180
39389,30448,2,180
39389,30447,2,180
40115,39388,2,180
40036,39388,2,180
39388,37301,2,180
39388,37295,2,180
39388,30448,2,180
39388,30447,2,180
43307,39387,2,180
39387,39386,2,60
39387,1321,2,180
39387,1320,2,180
43307,39386,2,180
39386,1321,2,180
39386,1320,2,180
874,39383,2,180
873,39383,2,180
39383,39382,2,60
874,39382,2,180
873,39382,2,180
40016,39381,2,180
32145,1489,2,240
39921,32144,2,240
32144,1489,2,240
46029,32143,2,180
46028,32143,2,180
32143,32142,2,120
46029,32142,2,180
46028,32142,2,180
32141,32140,2,120
42677,32137,2,180
33909,32137,2,180
42677,32136,2,180
33909,32136,2,180
32135,32134,2,120
32133,32132,2,120
32131,32130,2,120
42558,32129,2,240
42557,32129,2,240
32129,32128,2,120
42558,32128,2,240
42557,32128,2,240
46055,32127,2,180
435,32127,2,180
434,32127,2,180
42740,32127,2,120
32127,32126,2,120
32127,30472,2,120
32127,11810,2,180
46055,32126,2,180
435,32126,2,180
434,32126,2,180
42740,32126,2,120
32126,30472,2,120
32126,11810,2,180
46023,32125,2,300
46022,32125,2,300
32125,32124,2,120
46023,32124,2,300
46022,32124,2,300
32123,32122,2,120
46025,32121,2,120
46024,32121,2,120
35659,32121,2,360
32121,32120,2,60
46025,32120,2,120
46024,32120,2,120
35659,32120,2,360
32119,32118,2,120
46027,32117,2,180
46026,32117,2,180
32117,32116,2,120
32117,32002,2,120
46027,32116,2,180
46026,32116,2,180
32116,32002,2,120
32115,32114,2,120
32113,32112,2,120
32111,32110,2,120
32109,32108,2,120
32107,32106,2,120
32105,32104,2,120
41737,32103,2,180
33782,32103,2,180
33780,32103,2,180
33779,32103,2,180
33778,32103,2,180
33777,32103,2,180
33775,32103,2,180
33773,32103,2,180
33770,32103,2,180
33769,32103,2,180
33767,32103,2,180
33782,32102,2,240
33780,32102,2,240
33779,32102,2,240
33778,32102,2,240
33777,32102,2,240
33775,32102,2,240
33773,32102,2,240
33770,32102,2,240
33769,32102,2,240
33767,32102,2,240
32103,32102,2,60
32102,30459,2,120
32102,30101,2,180
32131,31864,2,60
32130,31864,2,60
32145,3156,2,120
32144,3156,2,120
47296,3151,2,120
47295,3151,2,120
3151,30552,2,120
32153,31402,2,240
32152,31402,2,240
32151,31402,2,240
32150,31402,2,240
32147,3128,2,60
32146,3128,2,60
30575,30206,2,240
30575,30205,2,240
30574,30206,2,240
30574,30205,2,240
47296,30553,2,60
47295,30553,2,60
47296,30552,2,60
47295,30552,2,60
30553,30552,2,120
32125,30551,2,60
32124,30551,2,60
30507,30206,2,240
30507,30205,2,240
30211,10386,2,180
30206,10332,2,240
30205,10332,2,240
46630,10324,2,240
45884,10324,2,180
45883,10324,2,180
45848,10324,2,180
35659,10324,2,180
46630,10323,2,240
45884,10323,2,240
45883,10323,2,240
45848,10323,2,240
35659,10323,2,240
30206,10252,2,240
30205,10252,2,240
30158,10199,2,120
30157,10199,2,120
30158,10198,2,120
30157,10198,2,120
30192,10191,2,60
30191,10191,2,60
30186,10188,2,60
30185,10188,2,60
30186,10185,2,60
30185,10185,2,60
46058,10166,2,60
42737,10166,2,60
30446,1015,2,180
30445,1015,2,180
32167,10148,2,60
32166,10148,2,60
32167,10147,2,60
32166,10147,2,60
30210,1012,2,240
30209,1012,2,240
32583,10084,2,300
32582,10084,2,300
30198,10068,2,120
30197,10068,2,60
30133,10068,2,120
999,1000,2,120
990,989,2,120
99,98,2,120
985,984,2,120
981,980,2,120
977,976,2,120
97,96,2,120
963,962,2,120
95,94,2,120
943,942,2,120
933,932,2,120
931,930,2,120
93,92,2,120
926,925,2,120
913,912,2,120
91,10169,2,120
911,910,2,120
91,90,2,120
908,907,2,120
904,903,2,120
90,10169,2,120
900,899,2,120
898,897,2,120
89,88,2,120
887,30561,2,120
886,885,2,120
874,873,2,120
856,854,2,120
856,853,2,120
854,853,2,120
849,11222,2,120
849,10304,2,120
849,10247,2,120
33264,10386,2,180
43022,33222,2,180
43021,33222,2,180
33222,10084,2,180
34412,33221,2,180
34411,33221,2,180
34412,33219,2,180
34411,33219,2,180
33218,33217,2,120
34536,33216,2,180
34394,33216,2,180
33216,33215,2,120
34536,33215,2,180
34394,33215,2,180
37847,33214,2,180
34535,33214,2,180
849,848,2,300
848,11222,2,120
848,10304,2,300
848,10247,2,120
847,846,2,120
843,842,2,120
836,30256,2,120
836,11006,2,120
836,835,2,120
835,30256,2,120
835,11006,2,120
836,834,2,120
835,834,2,120
834,30256,2,120
834,11006,2,120
833,832,2,120
829,828,2,120
824,823,2,120
818,817,2,120
816,815,2,120
814,813,2,120
810,44818,2,900
808,807,2,120
808,806,2,120
807,806,2,120
808,805,2,120
807,805,2,120
806,805,2,120
801,10502,2,120
801,10501,2,120
789,788,2,120
779,778,2,120
78,77,2,120
772,30391,2,120
771,770,2,120
764,763,2,120
760,759,2,120
752,751,2,120
726,725,2,120
726,721,2,120
725,721,2,120
726,720,2,120
725,720,2,120
721,720,2,120
717,716,2,120
714,10289,2,120
710,709,2,120
708,707,2,120
702,701,2,120
700,699,2,120
698,10591,2,120
696,11839,2,120
696,11838,2,120
696,695,2,120
695,11839,2,120
695,11838,2,120
694,693,2,120
688,687,2,120
664,663,2,120
660,659,2,120
658,657,2,120
66,65,2,120
656,10007,2,120
656,10006,2,120
656,655,2,120
655,10007,2,120
655,10006,2,120
648,647,2,120
640,639,2,120
636,635,2,120
632,631,2,120
626,625,2,120
624,623,2,120
622,621,2,120
620,619,2,120
612,611,2,120
6,10526,2,120
599,10945,2,120
593,592,2,120
589,588,2,120
587,31864,2,120
587,586,2,120
586,31864,2,120
584,583,2,120
577,576,2,120
575,574,2,120
573,572,2,120
567,566,2,120
564,12280,2,180
564,563,2,180
563,12280,2,180
562,561,2,120
6,5,2,120
560,559,2,120
556,3427,2,120
556,3426,2,120
556,555,2,120
555,3427,2,120
555,3426,2,120
554,553,2,120
551,550,2,120
547,546,2,120
540,539,2,120
534,533,2,120
532,531,2,120
530,529,2,120
525,524,2,120
522,521,2,120
520,519,2,120
516,515,2,120
5,10526,2,120
509,508,2,120
51,50,2,180
502,501,2,120
50088,48340,2,60
50087,50086,2,60
50085,46193,2,60
50084,48066,2,60
50083,48065,2,60
50083,222,2,60
48389,48388,2,60
48385,47479,2,60
48385,11949,2,60
48384,43915,2,60
48384,11856,2,60
48349,48348,2,60
48349,48238,2,60
48349,48237,2,60
48348,48238,2,60
48348,48237,2,60
484,483,2,120
48338,3092,2,60
48338,3091,2,60
48337,11332,2,60
48337,11331,2,60
661,48336,2,60
30506,30206,2,240
30506,30205,2,240
46055,30472,2,120
42740,30472,2,60
33782,30459,2,240
33780,30459,2,240
33779,30459,2,240
33778,30459,2,240
33777,30459,2,240
33775,30459,2,240
33773,30459,2,240
33770,30459,2,240
33769,30459,2,240
33767,30459,2,240
32103,30459,2,120
30448,30447,2,120
30446,30445,2,120
32107,30377,2,180
32106,30377,2,180
45870,30366,2,180
45869,30366,2,180
3035,30208,2,300
3035,30207,2,300
3034,30208,2,300
3034,30207,2,300
30213,30212,2,120
30210,30209,2,120
30208,30207,2,120
30206,30205,2,120
30202,30201,2,60
32111,30200,2,180
32110,30200,2,180
32111,30199,2,180
32110,30199,2,180
30200,30199,2,120
30198,30197,2,60
30194,30193,2,120
30192,30191,2,120
30190,30189,2,120
30188,30187,2,120
30186,30185,2,120
30184,30183,2,120
30158,30157,2,120
30210,30137,2,240
30209,30137,2,240
30210,30136,2,240
30209,30136,2,240
30198,30133,2,60
46061,1512,2,180
46060,1512,2,180
46061,1511,2,180
46060,1511,2,180
46061,1509,2,180
46060,1509,2,180
46061,1508,2,180
46060,1508,2,180
46061,1507,2,180
46060,1507,2,180
46061,1505,2,180
46060,1505,2,180
46630,1474,2,120
46630,1473,2,120
46029,1253,2,180
46028,1253,2,180
32143,1253,2,180
32142,1253,2,180
46029,1252,2,180
46028,1252,2,180
32143,1252,2,180
32142,1252,2,180
46029,1248,2,180
46028,1248,2,180
32143,1248,2,180
32142,1248,2,180
46029,12314,2,180
46028,12314,2,180
32143,12314,2,180
32142,12314,2,180
30210,12275,2,240
30209,12275,2,240
30210,12273,2,240
30209,12273,2,240
30210,12272,2,240
30209,12272,2,240
30210,12266,2,240
30209,12266,2,240
30210,12265,2,240
30209,12265,2,240
30210,12120,2,240
30209,12120,2,240
30210,12045,2,240
30209,12045,2,240
46052,1192,2,240
42743,1192,2,240
30156,1192,2,240
46052,1191,2,240
42743,1191,2,240
30156,1191,2,240
46055,11810,2,180
42740,11810,2,180
30472,11810,2,60
32165,11713,2,180
32164,11713,2,180
30202,11518,2,180
30201,11518,2,180
30103,11518,2,180
30194,11504,2,180
30193,11504,2,180
11499,11498,2,120
30186,11491,2,60
30185,11491,2,60
30184,11392,2,120
30183,11392,2,180
30184,11323,2,120
30183,11323,2,180
30184,11322,2,120
30183,11322,2,180
30184,11321,2,120
30183,11321,2,180
30448,11315,2,120
30447,11315,2,120
30186,11292,2,60
30185,11292,2,60
30186,11231,2,60
30185,11231,2,60
46027,1122,2,180
46026,1122,2,180
32115,1122,2,120
32114,1122,2,120
46027,1121,2,180
46026,1121,2,180
32115,1121,2,120
32114,1121,2,120
46027,1120,2,180
46026,1120,2,180
32115,1120,2,120
32114,1120,2,120
32157,1095,2,180
32156,1095,2,180
30190,1095,2,240
30189,1095,2,240
46050,10945,2,180
42744,10945,2,180
32157,1089,2,180
32156,1089,2,180
30190,1089,2,240
30189,1089,2,240
32157,1087,2,180
32156,1087,2,180
30190,1087,2,240
30189,1087,2,240
10797,10796,2,120
10788,10787,2,120
46049,10698,2,60
42745,10698,2,60
32111,10697,2,120
32110,10697,2,120
30200,10697,2,180
30199,10697,2,180
32111,10696,2,120
32110,10696,2,120
30200,10696,2,180
30199,10696,2,180
32153,106,2,60
32152,106,2,60
30206,1061,2,240
30205,1061,2,240
30208,10607,2,300
30207,10607,2,300
30206,1059,2,240
30205,1059,2,240
30206,10567,2,240
30205,10567,2,240
30206,10566,2,240
30205,10566,2,240
46156,10477,2,120
46155,10477,2,120
46156,10476,2,120
46155,10476,2,120
48326,47639,2,60
48325,48267,2,60
48324,2935,2,60
48324,11305,2,60
48323,1565,2,60
48322,48321,2,60
48322,10244,2,60
48322,10243,2,60
48321,10244,2,60
48321,10243,2,60
48320,2378,2,60
48309,48172,2,60
48308,45218,2,60
48307,10219,2,60
48301,46877,2,60
48301,46876,2,60
48300,46212,2,60
48300,40896,2,60
48274,43304,2,60
48274,43303,2,60
943,48271,2,60
942,48271,2,60
954,48268,2,60
48257,48256,2,60
48257,42549,2,60
48257,42548,2,60
48256,42549,2,60
48256,42548,2,60
48253,48252,2,60
48253,33063,2,60
48253,33062,2,60
48252,33063,2,60
48252,33062,2,60
48251,48250,2,60
484,482,2,120
483,482,2,120
48246,47499,2,60
48238,48237,2,60
48236,48235,2,60
48232,48231,2,60
48230,48229,2,60
48220,48219,2,60
48218,48217,2,60
48216,48215,2,60
48212,48211,2,60
48202,48201,2,60
48202,474,2,60
48202,473,2,60
48201,474,2,60
48201,473,2,60
48200,48199,2,60
48197,48190,2,60
48197,48189,2,60
48197,1515,2,60
48197,1513,2,60
48197,1512,2,60
48197,1511,2,60
48197,1509,2,60
48197,1508,2,60
48197,1507,2,60
48197,1505,2,60
48191,43648,2,60
48191,3104,2,60
48190,48189,2,60
48190,1515,2,60
48190,1513,2,60
48190,1512,2,60
48190,1511,2,60
48190,1509,2,60
48190,1508,2,60
48190,1507,2,60
48190,1505,2,60
48189,1515,2,60
48189,1513,2,60
48189,1512,2,60
48189,1511,2,60
48189,1509,2,60
48189,1508,2,60
48189,1507,2,60
48189,1505,2,60
48183,134,2,60
48183,131,2,60
48183,130,2,60
48182,48151,2,60
48182,48121,2,60
48182,48098,2,60
48182,48097,2,60
48182,48096,2,60
619,48173,2,180
48173,3352,2,60
48171,48170,2,60
48169,48168,2,60
48166,48165,2,60
48164,48163,2,60
48164,2985,2,60
48164,10547,2,60
48163,2985,2,60
48163,10547,2,60
795,48162,2,60
48161,16,2,60
990,48152,2,60
989,48152,2,60
48152,48086,2,60
48152,36757,2,60
48151,48121,2,60
48151,48098,2,60
48151,48097,2,60
48151,48096,2,60
48151,48089,2,60
48151,48088,2,60
48151,48087,2,60
48149,48148,2,60
48146,48145,2,60
48135,320,2,60
48130,1743,2,60
48128,30823,2,60
48121,48098,2,60
48121,48097,2,60
48121,48096,2,60
48121,48089,2,60
48121,48088,2,60
48121,48087,2,60
48102,48101,2,60
48098,48097,2,60
48098,48096,2,60
48098,48089,2,60
48098,48088,2,60
48098,48087,2,60
48097,48096,2,60
48097,48089,2,60
48097,48088,2,60
48097,48087,2,60
48096,48089,2,60
48096,48088,2,60
48096,48087,2,60
48095,10989,2,60
48094,48093,2,60
48089,48088,2,60
48089,48087,2,60
48088,48087,2,60
990,48086,2,60
989,48086,2,60
48086,36757,2,60
48085,48084,2,60
48083,48082,2,60
48081,48080,2,60
48077,48076,2,60
48075,48074,2,60
48073,48072,2,60
48071,48070,2,60
48069,48068,2,60
48065,222,2,60
48065,221,2,60
674,48060,2,60
48056,48055,2,60
48052,1106,2,60
48051,46722,2,60
48050,43121,2,60
48047,11797,2,60
32131,2993,2,240
32130,2993,2,240
32131,2992,2,240
32130,2992,2,240
32123,2982,2,120
32122,2982,2,120
2936,11305,2,120
2936,2935,2,120
30214,2829,2,180
30214,2828,2,180
30214,2826,2,180
46023,281,2,60
46022,281,2,60
46023,276,2,60
46022,276,2,60
30198,2702,2,120
30197,2702,2,120
30133,2702,2,120
30198,2701,2,60
30197,2701,2,60
30133,2701,2,60
30198,2700,2,120
30197,2700,2,120
30133,2700,2,120
32165,256,2,180
32164,256,2,180
46025,2230,2,180
46024,2230,2,180
35659,2230,2,360
32121,2230,2,240
32120,2230,2,360
46025,2226,2,180
46024,2226,2,180
35659,2226,2,360
32121,2226,2,240
32120,2226,2,360
46630,2213,2,300
46630,2212,2,300
32159,2088,2,60
32158,2088,2,60
32159,2087,2,60
32158,2087,2,60
35675,1971,2,120
35674,1971,2,120
35675,1970,2,120
35674,1970,2,120
46158,1955,2,120
46157,1955,2,120
46158,1954,2,120
46157,1954,2,120
32171,1940,2,60
32170,1940,2,60
32171,1939,2,60
32170,1939,2,60
45862,1892,2,180
45861,1892,2,180
45862,1889,2,180
45861,1889,2,180
1892,1889,2,120
30188,16,2,240
30187,16,2,240
46061,1515,2,180
46060,1515,2,180
46061,1513,2,180
46060,1513,2,180
50083,221,2,60
50070,50060,2,60
50070,48338,2,60
50070,3092,2,60
50070,3091,2,60
50064,2323,2,60
50064,2322,2,60
50060,48338,2,60
50060,3092,2,60
50060,3091,2,60
50059,46402,2,60
50058,50057,2,60
50025,50024,2,60
50023,50022,2,60
50023,48253,2,60
50023,48252,2,60
50023,33063,2,60
50023,33062,2,60
50022,48253,2,60
50022,48252,2,60
50022,33063,2,60
50022,33062,2,60
50019,2493,2,60
50018,3078,2,60
50017,50016,2,60
50017,42964,2,180
50017,2685,2,180
50016,42964,2,180
50016,2685,2,180
50015,47393,2,60
50015,45824,2,60
50012,50011,2,60
50010,50009,2,60
498,497,2,120
493,3331,2,120
491,490,2,120
48430,10298,2,60
48419,48418,2,60
48419,40254,2,60
48419,3111,2,60
48418,40254,2,60
48418,3111,2,60
48414,48413,2,60
48414,47065,2,60
48413,47065,2,60
48412,48411,2,60
48405,48404,2,60
48046,48045,2,60
48046,10475,2,60
48046,10474,2,60
48045,10475,2,60
48045,10474,2,60
48044,48043,2,60
48037,1160,2,60
48036,43313,2,60
48035,10047,2,60
48034,48033,2,60
48032,2253,2,60
48027,2617,2,60
48022,48021,2,60
47995,47994,2,60
47990,46690,2,60
47989,47988,2,60
816,47985,2,60
815,47985,2,60
47985,47585,2,60
47984,2055,2,60
47983,30520,2,60
47982,2071,2,60
47981,1385,2,60
47980,31048,2,60
47979,31045,2,60
47978,47977,2,60
47975,10913,2,60
47973,47972,2,60
81,47971,2,60
47962,1395,2,60
47956,41814,2,60
47956,2515,2,60
47956,2513,2,60
47956,2512,2,180
47956,10520,2,60
47947,47946,2,60
47945,46078,2,60
47944,47943,2,60
47936,47935,2,60
47934,12047,2,60
47933,32366,2,60
47932,47931,2,60
47922,47796,2,60
47922,1443,2,60
47917,47916,2,60
47911,11834,2,60
47880,47879,2,60
47875,47540,2,60
47874,47447,2,60
47874,2949,2,60
47873,36134,2,60
47872,35434,2,60
47871,1551,2,60
47871,1550,2,60
47871,11841,2,60
47868,40222,2,60
47868,40179,2,60
47868,40135,2,60
47866,1561,2,60
47864,47695,2,60
47863,37460,2,60
47863,3014,2,60
47863,10569,2,60
47857,1465,2,60
47855,47854,2,60
47851,10485,2,60
47851,10484,2,60
47850,47849,2,60
47847,2151,2,60
47842,47841,2,60
47840,47839,2,60
47838,47837,2,60
47834,1560,2,60
675,47816,2,60
47814,3475,2,60
47813,36156,2,60
47813,36146,2,60
47812,2878,2,60
47799,47798,2,60
47799,47797,2,60
47798,47797,2,60
47796,1443,2,60
47785,47784,2,60
844,47783,2,60
47781,1761,2,60
47779,46572,2,60
47778,1723,2,60
47774,2078,2,60
47772,36227,2,60
47771,47515,2,60
47770,2998,2,60
47690,36114,2,60
47686,2020,2,60
47673,34314,2,60
47672,11452,2,60
47670,47669,2,60
47667,43536,2,60
47664,47663,2,60
47661,47660,2,60
47661,1328,2,60
47661,1327,2,60
47660,1328,2,60
47660,1327,2,60
47657,30217,2,60
47657,1713,2,60
47656,47655,2,60
47654,296,2,60
47652,47651,2,60
47650,10441,2,60
47649,342,2,60
47647,39998,2,60
47647,36115,2,60
47647,36114,2,60
47645,46928,2,60
47645,1835,2,60
47644,1099,2,60
47637,47636,2,60
47625,47624,2,60
47623,46328,2,60
47623,46327,2,60
47622,47621,2,60
47620,47614,2,60
47600,38299,2,60
47600,11491,2,60
47600,11292,2,60
47600,11231,2,60
47600,10188,2,60
47600,10185,2,60
47599,2500,2,60
47599,2499,2,60
47595,3151,2,60
47595,30553,2,60
47587,30398,2,60
47587,1103,2,60
47587,1102,2,60
816,47585,2,60
815,47585,2,60
47582,47581,2,60
47573,47572,2,60
47570,30486,2,60
47568,45844,2,60
47567,31585,2,60
47566,2729,2,60
772,47565,2,60
47565,30391,2,60
47564,41514,2,60
47564,3028,2,60
47563,34674,2,60
47561,10518,2,60
47560,24,2,60
47559,11228,2,60
47558,47552,2,60
47551,2573,2,60
47550,46711,2,60
47549,42361,2,60
476,475,2,120
47547,43054,2,60
47546,43056,2,60
47544,375,2,60
47542,47541,2,60
47538,43018,2,60
47537,2241,2,60
47536,10223,2,60
30197,30133,2,60
30202,30103,2,60
30201,30103,2,60
30459,30101,2,120
30210,30093,2,240
30209,30093,2,240
32145,30083,2,120
32144,30083,2,120
30210,30070,2,240
30209,30070,2,240
30049,30048,2,120
48182,48089,2,60
48182,48088,2,60
48182,48087,2,60
620,48173,2,180
9,47535,2,60
47525,42957,2,60
47525,42956,2,60
47525,41834,2,60
47524,2776,2,60
47521,2169,2,60
47520,46198,2,60
641,47519,2,60
47518,47517,2,60
47513,11798,2,60
47512,1554,2,60
47511,36200,2,60
47510,47509,2,60
47508,40895,2,60
47506,47505,2,60
47504,35458,2,60
47503,185,2,60
47503,183,2,60
47502,2551,2,60
47498,47497,2,60
47496,47495,2,60
47496,19,2,60
47496,18,2,60
47495,19,2,60
47495,18,2,60
47494,47493,2,60
47492,12021,2,60
47491,43355,2,60
47490,47489,2,60
47488,47487,2,60
47484,1318,2,60
47483,47481,2,60
47480,40620,2,60
47479,11949,2,60
47478,47331,2,60
47473,45638,2,60
47473,37506,2,60
47473,2427,2,60
47473,12126,2,60
47471,47470,2,60
47469,42498,2,60
47468,47467,2,60
839,47466,2,60
47466,37616,2,60
47452,1477,2,60
47450,46397,2,60
47448,1916,2,60
47447,2949,2,60
47446,43614,2,60
47445,41738,2,60
47442,39940,2,60
47439,47438,2,60
47437,47433,2,60
47435,47434,2,60
581,47432,2,60
47432,47384,2,60
47430,47429,2,60
47427,41982,2,60
47426,42035,2,60
47424,39975,2,60
47424,39974,2,60
47422,42029,2,60
47421,36716,2,60
47420,36717,2,60
47419,36719,2,60
47418,42540,2,60
47418,39938,2,60
47418,39937,2,60
47414,2091,2,60
526,47413,2,60
47412,41855,2,60
47411,2106,2,60
47410,1272,2,60
47409,1967,2,60
47408,30036,2,60
47407,43647,2,60
47406,43645,2,60
47405,47404,2,60
47403,44381,2,60
47402,46659,2,60
47401,1753,2,60
47399,47019,2,60
47393,45824,2,60
47392,47391,2,60
47392,42752,2,180
47392,42751,2,180
47391,42752,2,180
47391,42751,2,180
47390,36152,2,60
47387,30031,2,60
47386,3070,2,60
47385,2824,2,60
581,47384,2,60
47383,31023,2,60
47382,47381,2,60
47382,36014,2,60
47381,36014,2,60
47380,1893,2,60
47379,1627,2,60
47374,47373,2,60
47370,2299,2,60
47369,11843,2,60
47368,1752,2,60
47364,47360,2,60
47364,36195,2,60
47363,423,2,60
47362,41680,2,60
47361,36467,2,60
47360,36195,2,60
47358,46138,2,60
47357,36211,2,60
47356,36214,2,60
47355,47354,2,60
47353,36221,2,60
47352,36238,2,60
47351,47350,2,60
47349,36255,2,60
47348,47347,2,60
474,473,2,120
47346,10994,2,60
47345,10997,2,60
47263,47154,2,60
47262,47261,2,60
47254,3044,2,60
47253,1812,2,60
47251,10144,2,60
47250,42103,2,60
47248,46458,2,60
988,47242,2,60
47241,47240,2,60
47238,34814,2,60
47237,46076,2,360
47237,31908,2,360
47237,2790,2,60
47236,39474,2,60
47236,37399,2,60
47236,3434,2,60
47236,32682,2,60
47236,30575,2,60
47236,30574,2,60
47236,30507,2,60
47236,30506,2,60
47236,1061,2,60
47236,1059,2,60
47236,10567,2,60
47236,10566,2,60
47236,10332,2,60
47236,10252,2,60
47235,39514,2,60
47234,33486,2,60
47233,11927,2,60
47232,46174,2,60
47232,46173,2,60
47232,31906,2,60
47231,45471,2,60
47229,47225,2,60
47228,230,2,60
47227,420,2,60
85,47226,2,60
47224,42545,2,60
47224,31764,2,60
47220,36274,2,60
47218,11717,2,60
47216,10352,2,60
47215,467,2,60
47214,11079,2,60
47213,40016,2,60
47208,47207,2,60
47205,47204,2,60
47203,47202,2,60
47201,41819,2,60
47201,11060,2,60
47197,10543,2,60
47196,1136,2,60
47195,47194,2,60
47193,383,2,60
810,47191,2,900
47191,36694,2,900
47190,47189,2,60
47188,10614,2,60
47187,1594,2,60
6,47186,2,60
5,47186,2,60
47186,3,2,60
47186,10526,2,60
47180,42019,2,60
47179,42017,2,60
47177,1342,2,60
47175,3251,2,60
47170,1140,2,60
47169,46429,2,60
47168,40255,2,60
47167,47166,2,60
47165,36198,2,60
47164,31905,2,60
47164,31904,2,60
47164,1180,2,60
47163,47159,2,60
47155,47154,2,60
47144,47007,2,60
47144,1078,2,60
47144,1075,2,60
47768,47767,2,60
47766,45428,2,60
47765,47764,2,60
47763,40434,2,60
47763,2640,2,60
47760,1874,2,60
47759,47758,2,60
47757,2142,2,60
47750,47749,2,60
47748,10012,2,60
47746,1043,2,60
47745,46524,2,60
47745,46523,2,60
47745,202,2,60
47744,387,2,60
47743,34653,2,60
47743,3038,2,60
47741,10435,2,60
47740,45401,2,60
47739,1547,2,60
47737,10571,2,60
47733,2886,2,60
47733,1207,2,180
47733,1206,2,180
47732,1265,2,60
47731,47452,2,60
47731,1477,2,60
47730,33989,2,60
47711,10984,2,60
47711,10983,2,60
47707,11038,2,60
478,47691,2,60
47690,47647,2,60
47690,39998,2,60
47690,36115,2,60
47142,47141,2,60
47138,47137,2,60
47135,1683,2,60
47130,30006,2,60
47130,12107,2,60
47121,47120,2,60
51,47119,2,60
50,47119,2,60
47119,47030,2,60
47118,46191,2,60
47118,46088,2,180
47118,44038,2,180
47118,39054,2,180
47118,35954,2,60
47118,35834,2,180
47118,34350,2,180
47118,32503,2,180
47118,32502,2,180
47118,2230,2,180
47118,2226,2,180
47118,2206,2,60
47112,3503,2,240
47112,1192,2,240
47112,1191,2,240
47110,46593,2,180
47110,35958,2,180
47110,35957,2,180
47110,35774,2,180
47110,2186,2,180
47110,2185,2,180
47110,11921,2,180
47110,10947,2,60
47110,10946,2,60
47110,10638,2,60
47110,10637,2,60
47103,1628,2,60
73,47102,2,60
47101,47087,2,60
47101,45469,2,60
47101,2465,2,60
47087,45469,2,60
47087,2465,2,60
47084,45822,2,60
47084,38834,2,60
47084,37408,2,60
47084,1892,2,60
47083,11997,2,60
47082,444,2,60
47081,47080,2,60
47072,39914,2,60
47061,47060,2,60
47059,47058,2,60
47031,43848,2,60
51,47030,2,60
50,47030,2,60
47008,227,2,60
47007,1078,2,60
47007,1075,2,60
47005,36999,2,60
47004,2982,2,60
47003,47002,2,60
47003,36995,2,60
47003,36994,2,60
47002,36995,2,60
47002,36994,2,60
47001,47000,2,60
46978,46977,2,60
542,46975,2,60
46974,46973,2,60
46972,46971,2,60
46962,46961,2,60
46962,46960,2,60
46962,39996,2,60
46962,37274,2,60
46962,37217,2,60
46962,37216,2,60
46962,37215,2,60
46962,37170,2,60
46962,37169,2,60
46961,46960,2,60
46961,39996,2,60
46961,37274,2,60
46961,37217,2,60
46961,37216,2,60
46961,37215,2,60
46961,37170,2,60
46961,37169,2,60
46960,39996,2,60
46960,37274,2,60
46960,37217,2,60
46960,37216,2,60
46960,37215,2,60
46960,37170,2,60
46960,37169,2,60
928,46958,2,60
46956,46389,2,60
46948,46947,2,60
46936,46935,2,60
46936,42157,2,120
46936,42155,2,240
46935,42157,2,120
46935,42155,2,240
46933,46932,2,60
46928,1835,2,60
46908,46907,2,60
46908,10372,2,60
46908,10371,2,60
46907,10372,2,60
46907,10371,2,60
46880,37903,2,60
46877,46876,2,60
46875,46874,2,60
46873,46872,2,60
46856,46855,2,60
46854,46853,2,60
46304,1768,2,60
46295,46294,2,60
504,46293,2,60
46292,343,2,60
46270,46269,2,60
46270,40115,2,180
46270,40036,2,180
46270,39976,2,60
46270,37301,2,180
46270,37295,2,180
46270,37275,2,60
46270,34416,2,60
46270,11315,2,60
46269,40115,2,180
46269,40036,2,180
46269,39976,2,60
46269,37301,2,180
46269,37295,2,180
46269,37275,2,60
46269,34416,2,60
46269,11315,2,60
46267,46266,2,60
46255,10166,2,60
46250,30069,2,60
46240,46239,2,60
46237,46236,2,60
46235,46234,2,60
46233,46232,2,60
46216,34087,2,180
46216,2478,2,60
46216,2477,2,60
484,46215,2,60
483,46215,2,60
482,46215,2,60
46215,42478,2,60
46212,40896,2,60
46205,46204,2,60
46202,2059,2,60
46201,44658,2,60
46191,46088,2,180
46191,44038,2,180
46191,39054,2,180
46191,35954,2,60
46191,35834,2,180
46191,34350,2,180
46191,32503,2,180
46191,32502,2,180
46191,2230,2,180
46191,2226,2,180
46191,2206,2,60
46190,46189,2,60
46186,46185,2,60
46184,46183,2,60
