service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
17_26_61_71-4211,1,1,1,0,1,0,0,20260322,20260703
8_17_26_61_71-4211,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4199,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4199,1,1,0,1,1,0,0,20260322,20260703
61-4199,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4251,1,1,0,1,1,0,0,20260322,20260703
61-4251,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4251,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4158,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4158,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4222,1,1,1,1,1,0,0,20260322,20260703
61-4222,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4222,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4182,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4182,1,1,1,1,1,0,0,20260322,20260703
61-4146,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4146,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4146,1,1,1,1,1,0,0,20260322,20260703
61-4197,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4197,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4197,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4187,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4187,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4202,1,1,1,1,1,0,0,20260322,20260703
61-4202,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4202,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4163,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4163,1,1,1,1,1,0,0,20260322,20260703
61-4163,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4246,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4246,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4176,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4176,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4217,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4217,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4179,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4179,1,1,1,1,1,0,0,20260322,20260703
61-4179,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4181,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4181,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4184,1,1,0,1,1,0,0,20260322,20260703
61-4184,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4184,1,1,1,1,1,0,0,20260322,20260703
61-4203,0,0,1,0,0,0,0,20260322,20260701
17_26_61_71-4203,1,1,1,0,1,0,0,20260322,20260703
8-4203,0,0,0,1,0,0,0,20260322,20260702
8_17_26_71-4203,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61-4203,1,1,1,1,0,0,0,20260322,20260702
8_17_26_61_71-4236,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4236,1,1,0,1,1,0,0,20260322,20260703
61-4236,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4140,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4140,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4205,1,1,0,1,1,0,0,20260322,20260703
71-4247,0,0,0,0,1,0,0,20260322,20260703
61-4218,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4218,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4218,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4240,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4240,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4156,1,1,0,1,1,0,0,20260322,20260703
61-4156,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4156,1,1,1,1,1,0,0,20260322,20260703
61-4166,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4166,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4166,1,1,1,1,1,0,0,20260322,20260703
61-4154,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4154,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4154,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4190,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4190,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4148,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4148,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4214,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4214,1,1,1,1,1,0,0,20260322,20260703
61-4214,0,0,1,0,0,0,0,20260322,20260701
61-4157,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4157,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4157,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4206,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4194,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4194,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4159,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4159,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4227,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4227,1,1,0,1,1,0,0,20260322,20260703
61-4227,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4223,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4223,1,1,0,1,1,0,0,20260322,20260703
61-4223,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4200,1,1,1,1,1,0,0,20260322,20260703
61-4200,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4200,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4177,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4177,1,1,0,1,1,0,0,20260322,20260703
61-4177,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4186,1,1,1,1,1,0,0,20260322,20260703
61-4186,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4186,1,1,0,1,1,0,0,20260322,20260703
8_61-4165,0,0,1,1,0,0,0,20260322,20260702
8_17_26_61_71-4165,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4165,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4160,1,1,1,1,1,0,0,20260322,20260703
61-4160,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4160,1,1,0,1,1,0,0,20260322,20260703
61-4232,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4232,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4232,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4168,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4168,1,1,1,1,1,0,0,20260322,20260703
61-4168,0,0,1,0,0,0,0,20260322,20260701
61-4173,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4173,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4173,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4195,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4195,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4172,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4172,1,1,0,1,1,0,0,20260322,20260703
61-4172,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4242,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4147,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4147,1,1,1,1,1,0,0,20260322,20260703
61-4147,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4142,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4142,1,1,1,1,1,0,0,20260322,20260703
61-4142,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4233,1,1,1,1,1,0,0,20260322,20260703
61-4233,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4233,1,1,0,1,1,0,0,20260322,20260703
61-4225,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4225,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4225,1,1,0,1,1,0,0,20260322,20260703
61-4213,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4213,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4213,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4188,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4188,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4169,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4169,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4178,1,1,1,1,1,0,0,20260322,20260703
61-4178,0,0,1,0,0,0,0,20260322,20260701
8_17_26-4178,1,1,0,1,0,0,0,20260322,20260702
71-4178,0,0,0,0,1,0,0,20260322,20260703
61-4192,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4192,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4192,1,1,0,1,1,0,0,20260322,20260703
61-4180,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4180,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4180,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4196,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4196,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4238,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4238,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4162,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4162,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4210,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4170,1,1,0,1,1,0,0,20260322,20260703
61-4170,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4170,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4204,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4254,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4254,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4161,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4161,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4245,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4245,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4215,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4215,1,1,1,1,1,0,0,20260322,20260703
61-4215,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4207,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4224,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4224,1,1,0,1,1,0,0,20260322,20260703
8_17_26_71-4185,1,1,0,1,1,0,0,20260322,20260703
61-4185,0,0,1,0,0,0,0,20260322,20260701
8_17_26_61_71-4185,1,1,1,1,1,0,0,20260322,20260703
61-4143,0,0,1,0,0,0,0,20260322,20260701
8_17_26_71-4143,1,1,0,1,1,0,0,20260322,20260703
8_17_26_61_71-4143,1,1,1,1,1,0,0,20260322,20260703
8_17_26_61_71-4220,1,1,1,1,1,0,0,20260322,20260703
8_17_26_71-4220,1,1,0,1,1,0,0,20260322,20260703
71-4212,0,0,0,0,1,0,0,20260322,20260703
9_11_19_20_27_29_62_63_72_73-4252,0,1,1,1,1,0,0,20260407,20260710
68_69-4252,0,0,0,0,0,1,0,20260411,20260829
4_5-4252,0,0,0,0,0,0,1,20260406,20260830
4_5_70-4252,0,0,0,0,0,1,1,20260406,20260830
7_68_69-4252,0,0,0,0,0,1,1,20260411,20260829
61-4193,0,0,1,0,0,0,0,20260322,20260701
4_5-4134,0,0,0,0,0,0,1,20260406,20260830
9_11_15_16_19_20_23_24_27_29_58_60_62_63_65_66_72_73_75_76-4134,1,1,1,1,1,0,0,20260407,20260828
68_69-4134,0,0,0,0,0,1,0,20260411,20260829
67-4134,0,0,0,0,0,1,0,20260322,20260704
61-4153,0,0,1,0,0,0,0,20260322,20260701
9_11_13_15_16_19_20_22_23_24_27_29_57_58_60_62_63_64_65_66_72_73_74_75_76-4133,1,1,1,1,1,0,0,20260407,20260828
61-4167,0,0,1,0,0,0,0,20260322,20260701
61-4208,0,0,1,0,0,0,0,20260322,20260701
61-4209,0,0,1,0,0,0,0,20260322,20260701
61-4171,0,0,1,0,0,0,0,20260322,20260701
61-4145,0,0,1,0,0,0,0,20260322,20260701
4_5_7-4130,0,0,0,0,0,0,1,20260406,20260830
9_11_13_15_16_19_20_22_23_24_27_29_57_58_60_62_63_64_65_66_72_73_74_75_76-4130,1,1,1,1,1,0,0,20260407,20260828
68_69_70-4130,0,0,0,0,0,1,0,20260411,20260829
67-4130,0,0,0,0,0,1,0,20260322,20260704
61-4183,0,0,1,0,0,0,0,20260322,20260701
61-4198,0,0,1,0,0,0,0,20260322,20260701
61-4235,0,0,1,0,0,0,0,20260322,20260701
2026#PVS#_____S_#20260223-20260830-6029,0,0,0,0,0,1,0,20260322,20260830
2026#PVS#______D#20260223-20260830-6027,0,0,0,0,0,0,1,20260322,20260830
2026#PVS#LMCJV__#20260223-20260830-6027,1,1,1,1,1,0,0,20260322,20260830
2026#PVS#LMCJV__#20260223-20260830-6026,1,1,1,1,1,0,0,20260322,20260830
2026#SCO#LMCJV__#20260223-20260830-6027,1,1,1,1,1,0,0,20260322,20260830
2026#PVS#LMCJV__#20260223-20260830-6029,1,1,1,1,1,0,0,20260322,20260830
2026#PVS#LMCJV__#20260223-20260830-6025,1,1,1,1,1,0,0,20260322,20260830
2026#PVS#______D#20260223-20260830-6025,0,0,0,0,0,0,1,20260322,20260830
2026#PVS#_____S_#20260223-20260830-6025,0,0,0,0,0,1,0,20260322,20260830
2026#PVS#_____S_#20260223-20260830-6027,0,0,0,0,0,1,0,20260322,20260830
2026#PVS#_____S_#20260223-20260830-6026,0,0,0,0,0,1,0,20260322,20260830
2026#PVS#_____S_#20260223-20260830-6028,0,0,0,0,0,1,0,20260322,20260830
2026#PVS#LMCJV__#20260223-20260830-6028,1,1,1,1,1,0,0,20260322,20260830
2026#PVS#_____S_#20260223-20260830-6030,0,0,0,0,0,1,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6031,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6036,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#_____S_#20260223-20260830-6025,0,0,0,0,0,1,0,20260322,20260830
2026#SCO#LMCJV__#20260223-20260830-6025,1,1,1,1,1,0,0,20260322,20260830
2026#SCO#______D#20260223-20260830-6025,0,0,0,0,0,0,1,20260322,20260830
2026#SCO#______D#20260223-20260830-6027,0,0,0,0,0,0,1,20260322,20260830
2026#SCO#_____S_#20260223-20260830-6027,0,0,0,0,0,1,0,20260322,20260830
2026#SCO#_____S_#20260223-20260830-6026,0,0,0,0,0,1,0,20260322,20260830
2026#SCO#LMCJV__#20260223-20260830-6026,1,1,1,1,1,0,0,20260322,20260830
2026#SCO#LMCJV__#20260223-20260830-6028,1,1,1,1,1,0,0,20260322,20260830
2026#SCO#_____S_#20260223-20260830-6028,0,0,0,0,0,1,0,20260322,20260830
2026#SCO#_____S_#20260223-20260830-6029,0,0,0,0,0,1,0,20260322,20260830
2026#SCO#LMCJV__#20260223-20260830-6029,1,1,1,1,1,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6044,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6044,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6042,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6042,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#_____S_#20260223-20260830-6030,0,0,0,0,0,1,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6031,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6045,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6045,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6038,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6038,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6039,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6039,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6043,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6043,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6048,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6048,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6032,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6032,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6047,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6047,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6036,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6041,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6041,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6040,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6040,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6035,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6035,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6037,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6037,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6033,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6033,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6034,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6034,0,0,1,0,0,0,0,20260322,20260830
2026#SCO#LM_JV__#20260223-20260830-6046,1,1,0,1,1,0,0,20260322,20260830
2026#SCO#__C____#20260223-20260830-6046,0,0,1,0,0,0,0,20260322,20260830
A2501-_GT1 LVV-Semaine-01-2001,1,1,1,1,1,0,0,20260407,20260417
A2501-_GT1 SA-Samedi-02-2002,0,0,0,0,0,1,0,20260425,20260704
A2501-_GT1LMJV-L-Ma-J-V-02-2001,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2001,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 DF-Dimanche-02-2001,0,0,0,0,0,0,1,20260426,20260815
A2501-_GT1 SA-Samedi-02-2001,0,0,0,0,0,1,0,20260425,20260704
A2501-_GT1 Me-Mercredi-02-2004,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 LVV-Semaine-01-2004,1,1,1,1,1,0,0,20260407,20260417
A2501-_GT1 DF-Dimanche-02-2004,0,0,0,0,0,0,1,20260426,20260815
A2501-_GT1 SA-Samedi-02-2004,0,0,0,0,0,1,0,20260425,20260704
A2501-_GT1LMJV-L-Ma-J-V-02-2004,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 LVV-Semaine-01-2081,1,1,1,1,1,0,0,20260407,20260417
A2501-_GT1 SA-Samedi-02-2081,0,0,0,0,0,1,0,20260425,20260704
A2501-_GT1LMJV-L-Ma-J-V-02-2081,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2081,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-2133,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2133,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-2002,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2002,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 LVV-Semaine-01-2002,1,1,1,1,1,0,0,20260407,20260417
A2501-_GT1 DF-Dimanche-02-2002,0,0,0,0,0,0,1,20260426,20260815
A2501-_GT1LMJV-L-Ma-J-V-02-2107,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2107,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-0101100-2112,0,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101000-2112,1,1,0,1,0,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2112,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2112,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2080,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 SA-Samedi-02-2080,0,0,0,0,0,1,0,20260425,20260704
A2501-_GT1 DF-Dimanche-02-2080,0,0,0,0,0,0,1,20260426,20260815
A2501-_GT1 LVV-Semaine-01-2080,1,1,1,1,1,0,0,20260407,20260417
A2501-_GT1LMJV-L-Ma-J-V-02-2080,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2034,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2034,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2086,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2086,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2126,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2126,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2120,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2120,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2127,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2127,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-0010000-2084,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2084,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2113,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2113,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1000000-2113,1,0,0,0,0,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2031,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2031,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2093,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2093,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-0010000-2116,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2116,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-2083,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2083,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-0010000-2092,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2092,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2130,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2130,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2131,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2131,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1000000-2006,1,0,0,0,0,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2006,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2006,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-0000100-2006,0,0,0,0,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2091,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2091,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2028,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2028,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-0010000-2030,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101000-2030,1,1,0,1,0,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-0000100-2030,0,0,0,0,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2030,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-0001000-2030,0,0,0,1,0,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1100100-2030,1,1,0,0,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-2090,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2090,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-0010000-2023,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2023,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-2094,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2094,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-2105,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2105,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2129,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2129,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2108,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2108,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-2110,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-0010000-2100,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2110,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2088,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2088,1,1,0,1,1,0,0,20260420,20260703
