service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
V2501-_GT2Me-Mercredi-05-0010000-3126,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3126,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3126,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3099,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3099,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3099,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3099,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3140,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3140,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3140,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3140,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3130,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3130,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3130,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3130,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-05-3098,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3098,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3098,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3098,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3080,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3080,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LVV-Semaine-02-3080,1,1,1,1,1,0,0,20260407,20260417
V2501-_GT2SA-Samedi-05-3080,0,0,0,0,0,1,0,20260502,20260822
V2501-_GT2LMJV-L-Ma-J-V-04-3080,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3080,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2DF-Dimanche-05-3080,0,0,0,0,0,0,1,20260501,20260823
V2501-_GT2DF-Dimanche-02-3080,0,0,0,0,0,0,1,20260322,20260419
V2501-_GT2Me-Mercredi-05-3139,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3139,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3139,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3139,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-3142,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3142,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-3142,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3142,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3118,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-3118,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-3118,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-05-3114,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-3118,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3112,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3112,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-0010000-3112,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3112,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-3128,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3128,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3128,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-3128,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-3088,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-3088,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3088,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-3088,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-0010000-3114,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3114,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3114,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3135,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-0010000-3135,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-0010000-3135,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3135,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101000-3132,1,1,0,1,0,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-0000100-3132,0,0,0,0,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3132,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3132,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-03-1101000-3132,1,1,0,1,0,0,0,20260322,20260403
V2501-_GT2Me-Mercredi-05-3132,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3132,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-04-1101000-3132,1,1,0,1,0,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3116,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3116,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3116,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3116,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-04-3103,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-3103,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3103,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3103,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3110,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3110,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-3110,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3110,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3134,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3134,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3134,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-3134,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3105,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3105,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3105,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3105,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3094,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3094,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3094,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3094,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-03-0010000-3119,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3119,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-0010000-3119,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3119,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3024,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3024,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3024,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-0010000-3024,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3127,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3127,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3127,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3127,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-3143,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3143,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3143,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101000-3143,1,1,0,1,0,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-03-1101000-3143,1,1,0,1,0,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-05-0000100-3143,0,0,0,0,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-3143,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101000-3143,1,1,0,1,0,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3138,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3138,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3117,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3117,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3117,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3117,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3120,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-0010000-3120,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3120,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3120,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3144,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3144,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3144,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-03-1101000-3144,1,1,0,1,0,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-04-1101000-3144,1,1,0,1,0,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101000-3144,1,1,0,1,0,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-0010000-3144,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3093,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3093,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3093,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3093,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3129,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3129,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-3129,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3129,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-03-1101000-3122,1,1,0,1,0,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3122,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-3122,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3122,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-3122,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101000-3122,1,1,0,1,0,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101000-3122,1,1,0,1,0,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3092,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3092,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3092,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3092,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3131,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3131,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3131,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3131,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3106,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3106,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-3106,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3106,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3133,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3133,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3133,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3133,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3090,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-3090,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3090,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3090,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-3097,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3097,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3097,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3097,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3096,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3095,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3095,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3095,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3095,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-3111,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3111,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-3111,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3111,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-0010000-3115,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3115,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3115,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3115,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3141,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-03-1101000-3141,1,1,0,1,0,0,0,20260322,20260403
V2501-_GT2Me-Mercredi-03-3141,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3141,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3141,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-1101000-3141,1,1,0,1,0,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101000-3141,1,1,0,1,0,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-3121,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3121,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-3121,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-03-1101000-3121,1,1,0,1,0,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-04-1101000-3121,1,1,0,1,0,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-0010000-3121,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-1101000-3121,1,1,0,1,0,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3102,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3102,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3102,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3102,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-3101,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3101,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3101,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-3101,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3124,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3124,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3124,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-3124,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3096,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3096,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3096,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-3109,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-3109,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3109,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3109,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-03-3100,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3100,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3100,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3100,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3091,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3091,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3091,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-3091,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3107,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3107,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3107,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3107,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-0010000-3113,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-3113,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3113,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3113,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3108,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-0010000-3108,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3108,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3108,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-05-0010000-3125,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3125,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-0010000-3125,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3125,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3013,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3104,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3087,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3137,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3085,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2SA-Samedi-02-3085,0,0,0,0,0,1,0,20260322,20260418
V2501-_GT2LMJV-L-Ma-J-V-03-3083,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2SA-Samedi-02-3083,0,0,0,0,0,1,0,20260322,20260418
V2501-_GT2LMJV-L-Ma-J-V-03-3086,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2SA-Samedi-02-3086,0,0,0,0,0,1,0,20260322,20260418
V2501-_GT2LMJV-L-Ma-J-V-03-3084,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2SA-Samedi-02-3084,0,0,0,0,0,1,0,20260322,20260418
V2501-_GT2LMJV-L-Ma-J-V-03-3123,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3081,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2SA-Samedi-02-3081,0,0,0,0,0,1,0,20260322,20260418
V2501-_GT2LMJV-L-Ma-J-V-03-3136,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3082,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2SA-Samedi-02-3082,0,0,0,0,0,1,0,20260322,20260418
V2501-_GT2LMJV-L-Ma-J-V-03-3126,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3099,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3140,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3130,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3098,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3080,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2SA-Samedi-02-3080,0,0,0,0,0,1,0,20260322,20260418
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3139,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3142,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3118,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3112,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3128,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3088,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3114,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3135,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-0000100-3132,0,0,0,0,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3132,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3116,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3103,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3110,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3134,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3105,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3094,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3119,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3024,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3127,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3143,1,1,0,1,1,0,0,20260322,20260403
