route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
J264,1,JD264,St-Thom. d'Aquin & ND Bon Conseil (Oullins & St-Genis-Laval),SCO,713,17297B,
J266,1,JD266,St-Thom. d'Aquin & ND Bon Conseil (Oullins & St-Genis-Laval),SCO,713,17297B,
J267,1,JD267,St-Thom. d'Aquin & ND Bon Conseil (Oullins & St-Genis-Laval),SCO,713,17297B,
J268,1,JD268,St-Thom. d'Aquin & ND Bon Conseil (Oullins & St-Genis-Laval),SCO,713,17297B,
J269,1,JD269,St-Thom. d'Aquin & ND Bon Conseil (Oullins & St-Genis-Laval),SCO,713,17297B,
J271,1,JD271,Collège Jacques Cœur (Lentilly),SCO,713,17297B,
J272,1,JD272,Collège Jacques Cœur (Lentilly),SCO,713,17297B,
J282,1,JD282,Lycée Parc Chabrières (Oullins),SCO,713,17297B,
J294,1,JD294,Lycée Charlie Chaplin (Décines-Charpieu),SCO,713,17297B,
J501,1,JD501,Etablissements scolaires de Saint-Martin-en-Haut,SCO,713,17297B,
J502,1,JD502,Etablissements scolaires de Saint-Martin-en-Haut,SCO,713,17297B,
J503,1,JD503,Etablissements scolaires de Saint-Martin-en-Haut,SCO,713,17297B,
J504,1,JD504,Etablissements scolaires de Saint-Martin-en-Haut,SCO,713,17297B,
J517,1,JD517,Centre Scolaire Champagnat (Saint-Symphorien-sur-Coise),SCO,713,17297B,
522,1,JD522,Centre Scolaire Champagnat (Saint-Symphorien-sur-Coise),SCO,713,17297B,
J613,1,JD613,Collège Notre-Dame de Lourdes  (Civrieux-d'Azergues),SCO,713,17297B,
J614,1,JD614,Collège Notre-Dame de Lourdes  (Civrieux-d'Azergues),SCO,713,17297B,
J651,1,JD651,Collège Notre-Dame des Vallons (Vaugneray),SCO,713,17297B,
J652,1,JD652,Collège Notre-Dame des Vallons (Vaugneray),SCO,713,17297B,
J653,1,JD653,Collège Notre-Dame des Vallons (Vaugneray),SCO,713,17297B,
J654,1,JD654,Collège Notre-Dame des Vallons (Vaugneray),SCO,713,17297B,
J655,1,JD655,Collège Notre-Dame des Vallons (Vaugneray),SCO,713,17297B,
J656,1,JD656,Collège Notre-Dame des Vallons (Vaugneray),SCO,713,17297B,
J657,1,JD657,Collège Notre-Dame des Vallons (Vaugneray),SCO,713,17297B,
J658,1,JD658,Collège Notre-Dame des Vallons (Vaugneray),SCO,713,17297B,
J659,1,JD659,Collège Notre-Dame des Vallons (Vaugneray),SCO,713,17297B,
J675,1,JD675,Collège Jean-Jacques Rousseau (Tassin-la-Demi-Lune),SCO,713,17297B,
J678,1,JD678,Collège Jean-Jacques Rousseau (Tassin-la-Demi-Lune),SCO,713,17297B,
J691,1,JD691,B Pascal - St Joseph & JJ. Rousseau (Charbonnières & Tassin),SCO,713,17297B,
J696,1,JD696,Collège Sainte-Marie Lyon (Lyon 5ème),SCO,713,17297B,
J697,1,JD697,Collège Sainte-Marie Lyon (Lyon 5ème),SCO,713,17297B,
J741,1,JD741,Lycée René Descartes (Saint-Genis-Laval),SCO,713,17297B,
J742,1,JD742,Lycée René Descartes (Saint-Genis-Laval),SCO,713,17297B,
J770,1,JD770,Collège Georges Charpak (Brindas),SCO,713,17297B,
J773,1,JD773,Collège Georges Charpak (Brindas),SCO,713,17297B,
J774,1,JD774,Collège Georges Charpak (Brindas),SCO,713,17297B,
J775,1,JD775,Collège Georges Charpak (Brindas),SCO,713,17297B,
J778,1,JD778,Lycée Horticole de Lyon Pressin (Saint-Genis-Laval),SCO,713,17297B,
J779,1,JD779,Lycée Hôtelier La Vidaude (Saint-Genis-Laval),SCO,713,17297B,
J786,1,JD786,Collège Jean Rostand (Craponne),SCO,713,17297B,
J788,1,JD788,Collège Jean Rostand (Craponne),SCO,713,17297B,
J789,1,JD789,Collège Jean Rostand (Craponne),SCO,713,17297B,
J794,1,JD794,Collège Françoise Dolto (Chaponost),SCO,713,17297B,
J813,1,JD813,Collège Jean De Tournes (Fontaines-sur-Saône),SCO,713,17297B,
J814,1,JD814,Collège Jean De Tournes (Fontaines-sur-Saône),SCO,713,17297B,
J815,1,JD815,Collège Jean De Tournes (Fontaines-sur-Saône),SCO,713,17297B,
J818,1,JD818,Collège Aux Lazaristes-La Salle (Limonest),SCO,713,17297B,
J819,1,JD819,Collège Aux Lazaristes-La Salle (Limonest),SCO,713,17297B,
J840,1,JD840,Collèges Sacré Coeur et J-P. Rameau (Ecully & Champagne),SCO,713,17297B,
J841,1,JD841,Collège Sacré Coeur (Ecully),SCO,713,17297B,
J842,1,JD842,Collège Sacré Coeur (Ecully),SCO,713,17297B,
J843,1,JD843,Collège Sacré Coeur (Ecully),SCO,713,17297B,
J844,1,JD844,Collège Sacré Coeur (Ecully),SCO,713,17297B,
J845,1,JD845,Collège Sacré Coeur (Ecully),SCO,713,17297B,
J847,1,JD847,Collège Sacré Coeur (Ecully),SCO,713,17297B,
J861,1,JD861,Etablissements scolaires de Neuville-sur-Saône,SCO,713,17297B,
J878,1,JD878,Etablissements scolaires de Neuville-sur-Saône,SCO,713,17297B,
J891,1,JD891,Institution Saint-Louis (Dagneux),SCO,713,17297B,
J892,1,JD892,Institution Saint-Louis (Dagneux),SCO,713,17297B,
J893,1,JD893,Institution Saint-Louis (Dagneux),SCO,713,17297B,
909,1,JD909,Collège Jacques Prévert (Saint-Symphorien-d'Ozon),SCO,713,17297B,
917,1,JD917,Collège Simone Lagrange (Villeurbanne),SCO,713,17297B,
918,1,JD918,Collège Jean Macé (Villeurbanne),SCO,713,17297B,
931,1,JD931,Collège Jean d'Ormesson (Genas),SCO,713,17297B,
935,1,JD935,Collège Charles de Gaulle (Saint-Pierre-de-Chandieu),SCO,713,17297B,
936,1,JD936,Collège Charles de Gaulle (Saint-Pierre-de-Chandieu),SCO,713,17297B,
940,1,JD940,Lycée Charlie Chaplin et Sainte-Marie,SCO,713,17297B,
941,1,JD941,Lycée Sainte-Marie Lyon (Meyzieu),SCO,713,17297B,
942,1,JD942,Lycées Beltrame et Sainte-Marie Lyon (Meyzieu),SCO,713,17297B,
943,1,JD943,Lycée Sainte-Marie Lyon (Meyzieu),SCO,713,17297B,
946,1,JD946,Collège Les Servizières (Meyzieu),SCO,713,17297B,
947,1,JD947,Collège Olivier de Serres (Meyzieu),SCO,713,17297B,
948,1,JD948,Collège Les Servizières (Meyzieu),SCO,713,17297B,
961,1,JD961,Lycée Jean-Paul Sartre (Bron),SCO,713,17297B,
963,1,JD963,Lycée Jean-Paul Sartre (Bron),SCO,713,17297B,
964,1,JD964,Lycée Jean-Paul Sartre (Bron),SCO,713,17297B,
965,1,JD965,Lycée Jean-Paul Sartre (Bron),SCO,713,17297B,
971,1,JD971,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
972,1,JD972,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
973,1,JD973,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
974,1,JD974,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
975,1,JD975,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
976,1,JD976,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
977,1,JD977,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
978,1,JD978,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
979,1,JD979,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
980,1,JD980,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
981,1,JD981,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
982,1,JD982,Cité Scolaire Internationale (Lyon 7ème),SCO,713,17297B,
S3,1,S3,Collège Paul Vallon - Cimetière de Givors / La Rama,REG,3,007632,
J2,1,JD2,Collège Daisy Georges Martin (Irigny),SCO,713,17297B,
J3,1,JD3,Collège La Xavière (Chaponnay),SCO,713,17297B,
J6,1,JD6,Collège Louis Querbes (Vourles),SCO,713,17297B,
J8,1,JD8,Collège Jeanne d'Arc (Genas),SCO,713,17297B,
J10,1,JD10,Lycée André Paillot (Saint-Genis-Laval),SCO,713,17297B,
J11,1,JD11,Centre Scolaire Assomption Bellevue (La Mulatière),SCO,713,17297B,
J15,1,JD15,Collège Daisy Georges Martin (Irigny),SCO,713,17297B,
J16,1,JD16,Centre Scolaire Assomption Bellevue (La Mulatière),SCO,713,17297B,
J19,1,JD19,Lycée Paul Claudel (Villemoirieu),SCO,713,17297B,
J21,1,JD21,Collège Alain (Saint-Fons),SCO,713,17297B,
J22,1,JD22,Collège Alain (Saint-Fons),SCO,713,17297B,
J23,1,JD23,Collège Alain annexe Marronniers (Vénissieux),SCO,713,17297B,EDD100
J25,1,JD25,Lycée Saint-Marc (Nivolas-Vermelle),SCO,713,17297B,
J27,1,JD27,Collège Louis Lachenal (Saint-Laurent-de-Mûre),SCO,713,17297B,
J28,1,JD28,Lycée Condorcet (Saint-Priest),SCO,713,17297B,
J31,1,JD31,Collège Laurent Mourguet (Ecully),SCO,713,17297B,
J32,1,JD32,Collèges J-P. Rameau & L. Mourguet (Champagne & Ecully),SCO,713,17297B,
J33,1,JD33,Collèges J-P. Rameau & L. Mourguet (Champagne & Ecully),SCO,713,17297B,
J35,1,JD35,Collège Jean-Philippe Rameau (Champagne-au-Mont-d'Or),SCO,713,17297B,
J54,1,JD54,Collège et Lycée Jean Perrin (Lyon 9ème),SCO,713,17297B,
J55,1,JD55,Collège et Lycée Jean Perrin (Lyon 9ème),SCO,713,17297B,
J57,1,JD57,Collège et Lycée Jean Perrin (Lyon 9ème),SCO,713,17297B,
J61,1,JD61,Collège - Lycée St-Exupéry & Lycée Diderot (Lyon 1er & 4ème),SCO,713,17297B,
J62,1,JD62,Collège - Lycée St-Exupéry & Lycée Diderot (Lyon 1er & 4ème),SCO,713,17297B,
J63,1,JD63,Collège - Lycée St-Exupéry & Lycée Diderot (Lyon 1er & 4ème),SCO,713,17297B,
J70,1,JD70,Lycée Rosa Parks (Neuville-sur-Saône),SCO,713,17297B,
J71,1,JD71,Institution ND de Bellegarde & Collège J. Renoir (Neuville),SCO,713,17297B,
J72,1,JD72,Institution ND de Bellegarde & Collège J. Renoir (Neuville),SCO,713,17297B,
J76,1,JD76,Institution ND de Bellegarde & Lycée Rosa Parks (Neuville),SCO,713,17297B,
J77,1,JD77,Institution Notre-Dame de Bellegarde (Neuville-sur-Saône),SCO,713,17297B,
J78,1,JD78,Institution ND de Bellegarde & Collège J. Renoir (Neuville),SCO,713,17297B,
J79,1,JD79,Lycée Rosa Parks (Neuville-sur-Saône),SCO,713,17297B,
J81,1,JD81,Etablissements scolaires de Rillieux-la-Pape,SCO,713,17297B,
J128,1,JD128,Collège Jeanne d'Arc (Genas),SCO,713,17297B,
J151,1,JD151,Lycée la Martinière Duchère (Lyon 9ème),SCO,713,17297B,
J161,1,JD161,Lycée Blaise Pascal (Charbonnières-les-Bains),SCO,713,17297B,
J162,1,JD162,Lycée Blaise Pascal (Charbonnières-les-Bains),SCO,713,17297B,
J163,1,JD163,Lycée Blaise Pascal (Charbonnières-les-Bains),SCO,713,17297B,
J164,1,JD164,Lycée Blaise Pascal (Charbonnières-les-Bains),SCO,713,17297B,
J165,1,JD165,Lycée Blaise Pascal (Charbonnières-les-Bains),SCO,713,17297B,
J203,1,JD203,Etablissements scolaires Croix-Rousse (Lyon 1er & 4ème),SCO,713,17297B,
J204,1,JD204,Etablissements scolaires Croix-Rousse (Lyon 1er),SCO,713,17297B,
J211,1,JD211,Collège Christiane Bernardin (Francheville),SCO,713,17297B,
J212,1,JD212,Collège Christiane Bernardin (Francheville),SCO,713,17297B,
J231,1,JD231,Lycée Agricole et Horticole (Dardilly),SCO,713,17297B,
J241,1,JD241,Collège de La Sidoine (Trévoux),SCO,713,17297B,
J243,1,JD243,Collège de La Sidoine (Trévoux),SCO,713,17297B,
3013,1,JD722,Place de Sourzy - Lycée Aragon/Picasso,,713,17297B,EDD100
3024,1,JD739,Place du By - Collège La Perrière,,713,17297B,EDD100
3088,1,JD743,Thurins Bourg - Lycée Descartes,,713,17297B,EDD100
3090,1,JD998,Collège Jacques Prévert - Lycée Ella Fitzgerald,,713,17297B,EDD100
3091,1,JD734,Beauvallon Pyramides - Collège La Perrière,,713,17297B,EDD100
3092,1,JD782,Millery l'Etang - Collège Daisy George Martin,,713,17297B,EDD100
3093,1,JD970,Ninon Vallin - CSI Gerland,,713,17297B,EDD100
3094,1,JD703,Ecole du Bas - St Thomas d'Aquin,,713,17297B,EDD100
3095,1,JD784,Le Bâtard - Collège Louis Querbes,,713,17297B,EDD100
3096,1,JD796,Rontalon Le Bourg - Collège Ronsard,,713,17297B,EDD100
3097,1,JD714,La Placette - Collège Ronsard,,713,17297B,EDD100
3098,1,JD710,Aux Apprauds - Collège Ronsard,,713,17297B,EDD100
3099,1,JD711,Givors Gare Ville - St Thomas d'Aquin,,713,17297B,EDD100
3100,1,JD713,Pyramides - St Thomas d'Aquin,,713,17297B,EDD100
3101,1,JD712,Brûle Fer - Collège Ronsard,,713,17297B,EDD100
3102,1,JD708,Chez Virieux - Collège Ronsard,,713,17297B,EDD100
3103,1,JD709,Ste Catherine Le Parc - Collège Ronsard,,713,17297B,EDD100
3104,1,JD744,Place du By - Lycée Descartes,,713,17297B,EDD100
3105,1,JD729,St Jean Le Bourg - Lycée Aragon/Picasso,,713,17297B,EDD100
3106,1,JD701,La Madeleine - Collège Ronsard,,713,17297B,EDD100
3107,1,JD750,La Guichard - St Thomas d'Aquin,,713,17297B,EDD100
3108,1,JD751,St Jean d'Archer - Pont de la Mulatière,,713,17297B,EDD100
3109,1,JD752,Collège Jacques Prévert - St Thomas d'Aquin,,713,17297B,EDD100
3110,1,JD702,La Serve - St Thomas d'Aquin,,713,17297B,EDD100
3111,1,JD913,Transformateur - Collège Hector Berlioz,,713,17297B,EDD100
3112,1,JD999,Piscine St Symphorien d'O. - Lycée Ella Fitzgerald,,713,17297B,EDD100
3113,1,JD704,Thurins Bourg - St Thomas d'Aquin,,713,17297B,EDD100
3114,1,JD705,Soucieu en Jarrest Stade - Collège Ronsard,,713,17297B,EDD100
3115,1,JD706,Hôtel des Eaux - Collège Ronsard,,713,17297B,EDD100
3116,1,JD735,Haut Marjon - Collège La Perrière,,713,17297B,EDD100
3117,1,JD727,Riverie Le Bourg - Lycée Aragon / Picasso,,713,17297B,EDD100
3118,1,JD736,Vourles Sept Chemins - Collège La Perrière,,713,17297B,EDD100
737,1,JD737,Orliénas Place de l'Eglise - Collège La Perrière,,713,17297B,EDD100
3120,1,JD738,Logis Neuf - Collège La Perrière,,713,17297B,EDD100
3121,1,JD933,Clémentières - St Pierre de Chandieu Collège,,713,17297B,EDD100
3122,1,JD934,Valencin Rue du 8 Mai - St Pierre de Chandieu Coll,,713,17297B,EDD100
3123,1,JD797,Barbieux le Bas - Riverie Le Bourg,,713,17297B,EDD100
3124,1,JD798,Montée de la Chapelle - Place du By,,713,17297B,EDD100
3125,1,JD799,Le Rely - La Placette,,713,17297B,EDD100
3126,1,JD723,Ste Catherine Le Parc - Lycée Aragon / Picasso,,713,17297B,EDD100
3127,1,JD957,Terrasses de l'Ozon - Petite Guille,,713,17297B,EDD100
3128,1,JD719,St Genoux - Collège Ronsard,,713,17297B,EDD100
3129,1,JD725,St Genoux - Givors Gare Ville,,713,17297B,EDD100
3130,1,JD726,La Croix Maladière - Lycée Aragon / Picasso,,713,17297B,EDD100
3131,1,JD700,Ste Catherine Eglise - Clos Fournereau,,713,17297B,EDD100
3132,1,JD908,Chaponnay Place - Collège Jacques Prévert,,713,17297B,EDD100
3133,1,JD912,Le Fayet - Petite Guille,,713,17297B,EDD100
3134,1,JD745,Place de Sourzy - St Thomas d'Aquin,,713,17297B,EDD100
3135,1,JD755,La Plaine Elite - Lycée Descartes,,713,17297B,EDD100
3136,1,JD746,Millery L'Etang - Bas de Chassagnes,,713,17297B,EDD100
3137,1,JD756,Millery L'Etang - Daubarede,,713,17297B,EDD100
3138,1,JD914,Collège Hector Berlioz - Les Pins,,713,17297B,EDD100
3139,1,JD728,Place Jean Flacher - Lycée Aragon / Picasso,,713,17297B,EDD100
3140,1,JD724,Le Bâtard - Givors Gare Ville,,713,17297B,EDD100
3141,1,JD905,Terrasses de l'Ozon - Collège La Xavière,,713,17297B,EDD100
3142,1,JD720,La Guicharde - Lycée Aragon / Picasso,,713,17297B,EDD100
3143,1,JD910,Sérézin du R. Bibliothèque - Coll Jacques Prévert,,713,17297B,EDD100
3144,1,JD901,Corbas Mairie - Collège La Xavière,,713,17297B,EDD100
4136,1,JD500,Le Plon - Lycee Des Monts Du Lyonnais,,713,17297B,EDD100
4137,1,JD505,La Cote - College Le Petit Pont,,713,17297B,EDD100
4138,1,JD506,Salle des Fetes - College Le Petit Pont,,713,17297B,EDD100
4139,1,JD507,SOUCIEU-EN-JARREST Mairie - College Le Petit Pont,,713,17297B,EDD100
4140,1,JD508,STE CATHERINE Bourg - College Le Petit Pont,,713,17297B,EDD100
4141,1,JD509,COISE Bourg - College Le Petit Pont,,713,17297B,EDD100
4142,1,JD510,Avenue du Forez - Parking Claude Anime,,713,17297B,EDD100
4143,1,JD511,La Brally - Parking Claude Anime,,713,17297B,EDD100
4144,1,JD512,Le Ravel - Parking Charles de Gaulle,,713,17297B,EDD100
4145,1,JD513,STE CATHERINE Bourg - College Le Petit Pont,,713,17297B,EDD100
4146,1,JD514,Le Noyer - College Le Petit Pont,,713,17297B,EDD100
4147,1,JD515,STE CATHERINE Bourg - College Le Petit Pont,,713,17297B,EDD100
4148,1,JD518,AVEIZE Bourg - Parking Charles de Gaulle,,713,17297B,EDD100
4149,1,JD519,La Giraudiere - Parking Charles de Gaulle,,713,17297B,EDD100
4150,1,JD520,RIVERIE Bourg - Parking Charles de Gaulle,,713,17297B,EDD100
4151,1,JD523,SOUCIEU-EN-JARREST Mairie - Parking Charles de Gaulle,,713,17297B,EDD100
4152,1,JD524,Les Irignolles - Parking Charles de Gaulle,,713,17297B,EDD100
4153,1,JD525,Rue de l'Ecole - Parking Charles de Gaulle,,713,17297B,EDD100
4154,1,JD526,Lissandière - Parking Charles de Gaulle,,713,17297B,EDD100
4155,1,JD527,Parking Charles de Gaulle - Sq. des Marechaux,,713,17297B,EDD100
4156,1,JD528,Le Carteron - Parking Charles de Gaulle,,713,17297B,EDD100
4157,1,JD529,La Fontaine - Parking Charles de Gaulle,,713,17297B,EDD100
4158,1,JD531,CHABANIERE Bourg - Parking Charles de Gaulle,,713,17297B,EDD100
4159,1,JD532,Moulin Montalan - Parking Charles de Gaulle,,713,17297B,EDD100
4160,1,JD533,YZERON Bourg - Parking Charles de Gaulle,,713,17297B,EDD100
4161,1,JD534,Bourg Bas - Parking Charles de Gaulle,,713,17297B,EDD100
4162,1,JD537,Beniere - College Raoul Follereau,,713,17297B,EDD100
4163,1,JD538,La Giraudiere - Lycee Des Monts Du Lyonnais,,713,17297B,EDD100
4164,1,JD539,Ecole primaire privee - Lycee Des Monts Du Lyonnais,,713,17297B,EDD100
4165,1,JD540,ST DENIS Bourg - Gare routiere Du Plasson,,713,17297B,EDD100
4166,1,JD541,Place Des Tilleuls - Lycee Des Monts Du Lyonnais,,713,17297B,EDD100
4167,1,JD542,Rue de l'Ecole - Lycee Des Monts Du Lyonnais,,713,17297B,EDD100
4168,1,JD543,La Marguerite - Lycee Des Monts Du Lyonnais,,713,17297B,EDD100
4169,1,JD544,Logis Neuf - Lycee Des Monts Du Lyonnais,,713,17297B,EDD100
4170,1,JD545,Bourg Bas - Lycee Des Monts Du Lyonnais,,713,17297B,EDD100
4171,1,JD546,La Bascule - Rue des Tilleuls,,713,17297B,EDD100
4172,1,JD547,La Changayere - Gare routiere Du Plasson,,713,17297B,EDD100
4173,1,JD548,ST MARTIN DE LESTRA Bourg - Gare routiere Du Plasson,,713,17297B,EDD100
4174,1,JD549,VIRICELLES Bourg - Gare routiere Du Plasson,,713,17297B,EDD100
4175,1,JD550,Ch. du Roule - Gare routiere Du Plasson,,713,17297B,EDD100
4176,1,JD551,Haut du Bourg - Gare routiere Du Plasson,,713,17297B,EDD100
4177,1,JD554,Parc Animalier - College Du Val D'Argent,,713,17297B,EDD100
4178,1,JD555,BESSENAY Bourg - Place Du Marche Aux Veaux,,713,17297B,EDD100
4179,1,JD556,Haut du Village - College Du Val D'Argent,,713,17297B,EDD100
4180,1,JD557,Bellevue RD389 - Place Du Marche Aux Veaux,,713,17297B,EDD100
4181,1,JD558,VILLECHENEVE Bourg - College Du Val D'Argent,,713,17297B,EDD100
4182,1,JD559,MONTROMANT Bourg - College Du Val D'Argent,,713,17297B,EDD123
4183,1,JD560,La Chapelle - Place Du Marche Aux Veaux,,713,17297B,EDD123
4184,1,JD561,Le Grenier - College Du Val D'Argent,,713,17297B,EDD100
4185,1,JD562,AVEIZE Bourg - College Du Val D'Argent,,713,17297B,EDD100
4186,1,JD563,Les Rivieres - College Du Val D'Argent,,713,17297B,EDD123
4187,1,JD564,Rue de l'Ecole - College Du Val D'Argent,,713,17297B,EDD100
4188,1,JD565,MEYS Bourg - College Du Val D'Argent,,713,17297B,EDD100
4189,1,JD566,Place de la Bascule - Place Du Marche Aux Veaux,,713,17297B,EDD100
4190,1,JD567,Croix-Rouge - Place Du Marche Aux Veaux,,713,17297B,EDD100
4191,1,JD568,LES HALLES Centre - Place Du Marche Aux Veaux,,713,17297B,EDD100
4192,1,JD569,COURZIEU Bourg - Place Du Marche Aux Veaux,,713,17297B,EDD100
4193,1,JD573,BRUSSIEU Bourg - Lycee Germaine Tillion,,713,17297B,EDD100
4194,1,JD574,Les Calendrieres - Lycee Germaine Tillion,,713,17297B,EDD100
4195,1,JD575,CHESSY-LES-MINES Mairie - Lycee Germaine Tillion,,713,17297B,EDD100
4196,1,JD576,La Grange Bodet - Lycee Germaine Tillion,,713,17297B,EDD100
4197,1,JD577,La Salette - Lycee Germaine Tillion,,713,17297B,EDD100
4198,1,JD578,Le Pailleron - Lycee Germaine Tillion,,713,17297B,EDD100
4199,1,JD579,LENTILLY Gare - Lycee Germaine Tillion,,713,17297B,EDD100
4200,1,JD580,La Rave - Lycee Germaine Tillion,,713,17297B,EDD100
4201,1,JD581,Les Peupliers - Lycee Germaine Tillion,,713,17297B,EDD100
4202,1,JD582,La Roche - Lycee Germaine Tillion,,713,17297B,EDD100
4203,1,JD583,BRULLIOLES Bourg - Lycee Germaine Tillion,,713,17297B,EDD100
4204,1,JD586,La Biette - VIRIGNEUX Ecole,,713,17297B,EDD100
4205,1,JD587,Broailly - ST-DENIS Ecole,,713,17297B,EDD100
4206,1,JD588,Le Grand Barcet - CHEVRIERES Ecole,,713,17297B,EDD100
4207,1,JD589,Le Mas - Bourg Mairie,,713,17297B,EDD100
4208,1,JD590,Montrocier - STE-FOY Gare,,713,17297B,EDD100
4209,1,JD591,Montmartin - Croix Matillon,,713,17297B,EDD100
4210,1,JD592,Centre Alpha - Giratoire Croix Blanche,,713,17297B,EDD100
4211,1,JD593,Bernay - Potelieres - Salle des Fetes,,713,17297B,EDD100
4212,1,JD594,College Notre Dame des Vallons - La Giraudiere,,713,17297B,EDD100
4213,1,JD595,Route de Pomeys - College Jules Romain,,713,17297B,EDD100
4214,1,JD596,VILLECHENEVE Bourg - Lycee du Forez,,713,17297B,EDD100
4215,1,JD597,Ecole primaire privee - Lycee du Forez,,713,17297B,EDD100
4216,1,JD626,La Chicotiere - College Jacques Coeur,,713,17297B,EDD100
4217,1,JD627,Le Pailleron - College Jacques Coeur,,713,17297B,EDD100
4218,1,JD630,La Peroliere - College Jacques Coeur,,713,17297B,EDD100
4219,1,JD631,Mosouvre - College Jacques Coeur,,713,17297B,EDD100
4220,1,JD632,Le Sonnay - College Jacques Coeur,,713,17297B,EDD100
4221,1,JD636,Le Burdel - Le Parc,,713,17297B,EDD100
4222,1,JD637,Le Sonnay - College des 4 vents,,713,17297B,EDD100
4223,1,JD638,Route de Villefranche - College des 4 vents,,713,17297B,EDD100
4224,1,JD639,Rue de l'Ecole - College des 4 vents,,713,17297B,EDD100
4225,1,JD640,Garage Blanc - College des 4 vents,,713,17297B,EDD100
4227,1,JD642,Le Poteau - College des 4 vents,,713,17297B,EDD100
4228,1,JD643,La Madeleine - College des 4 vents,,713,17297B,EDD100
4229,1,JD644,TERNAND Bourg - College des 4 vents,,713,17297B,EDD100
4230,1,JD645,Le Treve - College des 4 vents,,713,17297B,EDD100
4231,1,JD646,Salle des Fetes - College des 4 vents,,713,17297B,EDD100
4232,1,JD647,St Romain de Popey Gare - College des 4 vents,,713,17297B,EDD100
4233,1,JD648,SARCEY Mairie - College des 4 vents,,713,17297B,EDD100
4234,1,JD649,Chinay - L'ARBRESLE Gare,,713,17297B,EDD100
4235,1,JD660,YZERON Bourg - Ecole Primaire Publique,,713,17297B,EDD100
4236,1,JD661,Le Brally - Ecole Primaire Publique,,713,17297B,EDD100
4237,1,JD662,Valency - College Notre Dame des Vallons,,713,17297B,EDD100
4238,1,JD663,Le Vivarey - College Notre Dame des Vallons,,713,17297B,EDD100
4239,1,JD664,Le Soupat - Place De Verdun,,713,17297B,EDD100
4240,1,JD665,Montferrat - College Notre Dame des Vallons,,713,17297B,EDD100
4241,1,JD668,Chateauvieux - YZERON Bourg,,713,17297B,EDD100
4242,1,JD669,VAUGNERAY Gare - YZERON Bourg,,713,17297B,EDD100
4243,1,JD679,La Chicotiere - Institution St Joseph,,713,17297B,EDD100
4244,1,JD680,VAUGNERAY Bourg - Lycee Blaise Pascal,,713,17297B,EDD100
4245,1,JD690,Place De Verdun - Lycee Blaise Pascal,,713,17297B,EDD100
4246,1,JD692,La Chicotiere - Lycee Blaise Pascal,,713,17297B,EDD100
4247,1,JD694,L'ARBRESLE Gare - La Giraudiere,,713,17297B,EDD100
4248,1,JD698,Place De Verdun - Place Varillon,,713,17297B,EDD100
4249,1,JD771,VAUGNERAY Bourg - College Charpak,,713,17297B,EDD100
4250,1,JD772,Place De Verdun - College Charpak,,713,17297B,EDD100
4251,1,JD787,Montolvet - College Jean Rostand,,713,17297B,EDD100
4254,1,JD530,Sicoret - Parking Charles de Gaulle,,713,17297B,EDD123
4253,1,JD598,VILLECHENEVE Bourg - Collège Les Montagnes Du Matin,,713,17297B,EDD123
5133,1,JD365,CERCIE - BEAUJEU,,713,17297B,EDD100
5135,1,JD482,LACHASSAGNE - LIMAS,,713,17297B,EDD100
5010,1,JD300,AIGUEPERSE - DEUX-GROSNES MONSOLS,,713,17297B,EDD100
5051,1,JD301,VERNAY - DEUX-GROSNES MONSOLS,,713,17297B,EDD100
5013,1,JD304,AZOLETTE - DEUX-GROSNES-MONSOLS,,713,17297B,EDD100
5016,1,JD308,CENVES - DEUX-GROSNES-MONSOLS,,713,17297B,EDD100
5018,1,JD312,CHIROUBLES - VILLIE-MORGON,,713,17297B,EDD100
5028,1,JD313,FLEURIE - VILLIE-MORGON,,713,17297B,EDD100
5029,1,JD314,JULIENAS - VILLIE-MORGON,,713,17297B,EDD100
5021,1,JD317,BELLEVILLE- VILLIE-MORGON,,713,17297B,EDD100
5115,1,JD320,JULLIE - BELLEVILLE,,713,17297B,EDD100
5116,1,JD322,FLEURIE - BELLEVILLE,,713,17297B,EDD100
5061,1,JD324,BELLEVILLE -  BELLEVILLE,,713,17297B,EDD100
5062,1,JD325,BELLEVILLE- BELLEVILLE CENTRE - BEL AIR,,713,17297B,EDD100
5056,1,JD326,SAINT-JULIEN - BELLEVILLE,,713,17297B,EDD100
5047,1,JD330,BELLEVILLE - BELLEVILLE,,713,17297B,EDD100
5035,1,JD332,PROPIERES- BELLEVILLE,,713,17297B,EDD100
5110,1,JD333,BEAUJEU - BELLEVILLE,,713,17297B,EDD100
